INFO  2018-12-07 14:38:09,080 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7051.1116ms 302 
INFO  2018-12-07 14:38:09,083 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2018-12-07 14:38:09,133 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 50.5335ms 200 text/html
INFO  2018-12-07 14:38:09,190 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2018-12-07 14:38:09,194 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2018-12-07 14:38:09,197 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2018-12-07 14:38:09,235 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2018-12-07 14:38:09,237 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2018-12-07 14:38:09,239 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2018-12-07 14:38:09,250 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 59.3288ms 304 text/css
INFO  2018-12-07 14:38:09,259 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 56.5745ms 304 application/javascript
INFO  2018-12-07 14:38:09,268 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 55.5983ms 304 application/javascript
INFO  2018-12-07 14:38:10,127 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2018-12-07 14:38:10,668 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 537.4743ms 200 application/json;charset=utf-8
INFO  2018-12-07 14:38:50,312 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/api/services/app/Permission/GetAllPermissionsTree  
INFO  2018-12-07 14:38:50,374 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetAllPermissionsTree", controller = "Permission"}. Executing action YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application)
INFO  2018-12-07 14:38:50,483 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application) - Validation state: Valid
WARN  2018-12-07 14:38:50,957 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,960 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Users' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,961 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Tenants' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,962 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Administration' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,963 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'QueryBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,964 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'CreateBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,965 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'EditBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,966 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'DeleteBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,966 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'BatchDeleteBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,967 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'ExportExcelBook' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,968 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Book' in localization source 'YoyoCmsTemplate'!
WARN  2018-12-07 14:38:50,970 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Pages' in localization source 'YoyoCmsTemplate'!
INFO  2018-12-07 14:38:50,975 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 487.8529ms.
INFO  2018-12-07 14:38:51,064 [7    ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2018-12-07 14:38:51,109 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action YY.Frame.Application.Authorization.Permissions.PermissionAppService.GetAllPermissionsTree (YY.Frame.AbpCore.Application) in 730.4041ms
INFO  2018-12-07 14:38:51,121 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 800.7475ms 200 application/json; charset=utf-8
DEBUG 2018-12-07 14:40:49,974 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2018-12-07 14:40:50,134 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2018-12-07 14:40:50,179 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.Web.Host.Startup.YoyoCmsTemplateWebHostModule, YY.Frame.AbpCore.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,186 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateWebCoreModule, YY.Frame.AbpCore.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,189 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateApplicationModule, YY.Frame.AbpCore.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,190 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: YY.Frame.AbpCore.YoyoCmsTemplateCoreModule, YY.Frame.AbpCore.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,190 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,191 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-12-07 14:40:50,192 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=4.0.2.0, Culture=neutral, PublicKeyToken=null
